YEAR,DOY,T2M,T2M_MAX,T2M_MIN,T2M_RANGE,PRECTOTCORR,RH2M,WS2M,WS2M_MAX,PS,QV2M,Country,Date,Month
2015,1,21.891369774438736,26.42545712717988,18.45666411855034,7.9687930086295395,0.0,56.01047945396139,4.6103553295135775,4.799084555511722,93.1364322688486,14.43567270706366,Ethiopia,2015-01-01,1
2015,2,19.936280462148808,27.48694381957833,14.518656718637311,12.968287100941016,4.097047191951615,60.63131307299541,6.453893487925395,1.558066164031482,90.1055239515737,12.1158462242097,Ethiopia,2015-01-02,1
2015,3,20.44930806857821,28.32659799079509,15.7144539457057,12.61214404508939,0.0,61.45802981969398,4.128156793065085,8.486026613050553,91.08374025672327,10.091027242916462,Ethiopia,2015-01-03,1
2015,4,21.38016975085453,28.69967653498525,17.06579510296168,11.633881432023571,0.0,41.310156517089965,5.735729871284343,5.857324943277784,94.64052516774316,8.342806743306985,Ethiopia,2015-01-04,1
2015,5,21.174714524371545,25.681070015900698,14.244187200400296,11.4368828155004,8.826343465530053,64.84444384212176,3.522705821322427,4.181942653606662,91.53028204020352,9.951794594279876,Ethiopia,2015-01-05,1
2015,6,24.59196716113672,28.53633091768218,21.04320295944098,7.4931279582412,0.0,79.64324323047435,3.683742354605832,2.192904315815358,99.6745012204786,12.070088182121244,Ethiopia,2015-01-06,1
2015,7,23.514553578194352,28.439701524369827,18.75915960640896,9.68054191796087,0.0,63.30455299341034,0.4731758584966823,6.574334065971947,87.72879962200369,7.206943088401736,Ethiopia,2015-01-07,1
2015,8,24.62057106961095,32.47991817513202,19.82019291072,12.65972526441202,0.3859781605614329,72.10618943772607,2.6916582500338158,2.3619130625235627,90.9505913127673,6.198463165209057,Ethiopia,2015-01-08,1
2015,9,21.229566261318347,25.444837433875144,17.98867081723678,7.456166616638363,0.0,64.3929299426073,2.404581082001134,2.990726425601129,83.70136050664064,8.38971973332112,Ethiopia,2015-01-09,1
2015,10,23.147219289975688,28.74821882064162,17.994004260789648,10.75421455985197,0.0,58.46401977870475,6.588922776366578,4.789675430511765,91.33840739088872,10.49354051330517,Ethiopia,2015-01-10,1
2015,11,22.09122946398204,26.187078086908784,16.275753436391703,9.91132465051708,0.0,68.45542791867973,2.4681043491678976,2.969787799867331,86.27504559829991,10.900076008383344,Ethiopia,2015-01-11,1
2015,12,22.83123837928075,28.87386082283481,17.049678470492758,11.824182352342053,0.0,56.72305371849677,2.7235511753304023,4.950984672328078,91.80282305487133,7.565675910800161,Ethiopia,2015-01-12,1
2015,13,22.975379163250587,28.31196016816417,15.48411002771672,12.827850140447447,0.0,65.29908291065284,2.1756977551831573,2.968852754484889,85.16781452357657,14.9988558492286,Ethiopia,2015-01-13,1
2015,14,20.587647487313145,25.48508742604577,16.090619104853744,9.394468321192022,0.0,79.53577133815608,1.7959074844052585,1.8817699150787277,93.42040010182322,12.471343035639762,Ethiopia,2015-01-14,1
2015,15,21.95705910032157,29.873539091532805,18.95478240031609,10.91875669121671,2.747575612814676,34.353710063128,5.168554953408212,3.645190055819429,87.456225318116,7.768185965100403,Ethiopia,2015-01-15,1
2015,16,24.717242899239107,30.639988489364825,19.549906397017523,11.090082092347302,14.04117377072888,78.62696921673572,3.860838604636268,6.506296133278461,85.92513702001645,5.521698210618807,Ethiopia,2015-01-16,1
2015,17,22.962739332767065,30.736436913489108,17.32128215125673,13.415154762232376,8.88565461508622,50.39527911627261,11.805452617573454,4.787022140856119,91.2123104886696,7.661831753443494,Ethiopia,2015-01-17,1
2015,18,22.3672907123488,28.968455572934616,16.160502273475156,12.80795329945946,0.0,25.26693266586025,2.448074012572786,4.754560439611773,89.53846219388497,14.185681890080849,Ethiopia,2015-01-18,1
2015,19,24.501975415608957,31.962127061454662,20.531326248953874,11.430800812500788,0.0,64.0563071805977,4.658528005219647,3.6885204333188,87.00440451369472,8.140234180227536,Ethiopia,2015-01-19,1
2015,20,22.36167944665451,26.040935688507524,14.933509351108423,11.1074263373991,0.0,71.26449729637613,5.897613128506071,3.1612262849156685,94.29082978806323,14.572297643591064,Ethiopia,2015-01-20,1
2015,21,22.102035603551872,27.490788070854016,18.49652057366929,8.994267497184726,0.0,53.05355748200427,1.9821349985120853,6.640509364875401,87.48318235274171,8.573657821405117,Ethiopia,2015-01-21,1
2015,22,21.124674429337613,25.185491527979217,14.81824543269538,10.367246095283836,0.0,67.61639927890906,2.131739851572925,4.479967191029738,86.26009802046354,11.917366855169233,Ethiopia,2015-01-22,1
2015,23,23.286487453162263,30.232435917519577,16.867585055354336,13.36485086216524,0.0,56.03008459037312,1.094722040986009,4.333454526325145,89.16542113381668,12.07304081709961,Ethiopia,2015-01-23,1
2015,24,22.705920145821228,27.47388179981905,14.964474761909052,12.509407037909998,0.0,53.01417018377134,5.506417572902617,4.274121848649157,95.85749908658909,8.468452691830514,Ethiopia,2015-01-24,1
2015,25,22.788872635334755,29.037969760972864,18.20779604909721,10.830173711875648,0.0,44.18711371069017,4.048464006966194,9.842385215023764,83.17962594642255,13.86783461551491,Ethiopia,2015-01-25,1
2015,26,21.98275914506739,29.501324028918543,18.228577743366237,11.272746285552309,0.0,34.057580981034164,1.6687915629746497,2.691334338946387,89.41421324329318,8.047588697161501,Ethiopia,2015-01-26,1
2015,27,22.960256656695517,29.98180896178361,17.667307514561617,12.314501447221993,7.837134760017137,41.00744881668884,2.778067513517082,3.611655937240112,92.394626401105,8.938190821777209,Ethiopia,2015-01-27,1
2015,28,21.105937470552725,26.62848013984532,14.843932429976846,11.784547709868471,0.0,71.19071876744856,1.3975743231777795,10.345961530160508,77.4391470663842,4.187747867755887,Ethiopia,2015-01-28,1
2015,29,22.49799644927513,28.30955302810922,17.004193905924758,11.305359122184464,0.0,57.9064980232523,2.486136519096797,9.778717808329535,89.51797091285262,11.345914933235058,Ethiopia,2015-01-29,1
2015,30,23.265282208642653,30.25506914358032,19.213020833986704,11.042048309593614,4.0567960720043175,60.74229556278409,6.306474291001186,3.9839158818717615,78.2023360971358,15.020839551740266,Ethiopia,2015-01-30,1
2015,31,25.10576549788809,29.070944036012467,20.46176882066584,8.609175215346628,1.0955371728874088,41.51190197972755,2.254848961532152,3.104079790329035,94.54982959413675,12.483193939887324,Ethiopia,2015-01-31,1
2015,32,22.357877302968145,30.22040126885303,16.75366212148205,13.46673914737098,0.0,36.08483103770997,3.0289976514240284,5.164376205122501,102.89182724394996,15.383427025635331,Ethiopia,2015-02-01,2
2015,33,22.98069614986452,30.869224795245927,15.83604159552594,15.033183199719986,0.0,69.39020101732216,0.7795531953008833,4.350876332890893,92.57085108628824,6.692472848193574,Ethiopia,2015-02-02,2
2015,34,24.06623591362485,31.384817445210395,18.985013682510235,12.39980376270016,0.0,82.505685050052,11.582073725173805,7.6229164866982435,88.4214976128815,8.2696888933091,Ethiopia,2015-02-03,2
2015,35,21.550095942459137,24.751370264500657,14.528383372156048,10.22298689234461,3.7955324418013854,68.0689160468085,2.1212209320075632,2.244794375435931,92.8779617044939,8.39210975135658,Ethiopia,2015-02-04,2
2015,36,26.15459480095288,29.33870255742701,22.84505449221004,6.493648065216966,0.0,72.40361268139748,2.85483012785302,2.1835359548628923,91.99951758441372,14.110413184221398,Ethiopia,2015-02-05,2
2015,37,23.18425192042408,28.487570891238853,17.818119428108744,10.669451463130107,0.0,61.949244573582966,2.5833177034423622,3.522387552493685,87.90101047004057,7.367914372234395,Ethiopia,2015-02-06,2
2015,38,24.00505582503048,29.357766626438533,19.9894555629066,9.368311063531934,0.0,81.57999785336943,0.6196740197820303,9.532649501522217,93.54939416769416,5.067360954177151,Ethiopia,2015-02-07,2
2015,39,23.0915803180503,28.14743241963422,19.069245816486163,9.078186603148058,0.0,41.59271639058535,1.9590870538582303,2.106818273181232,86.70628411694837,11.60731027877257,Ethiopia,2015-02-08,2
2015,40,26.200705206099133,30.30114362533097,19.758936716202182,10.54220690912879,0.0,64.84821917256758,3.544544533643141,3.5752581627621427,92.8222008906369,7.157498429157517,Ethiopia,2015-02-09,2
2015,41,22.794755003632915,26.41524654629592,18.321422852908,8.093823693387922,0.0,65.19914628580302,4.710962776172349,6.925221775553884,91.72668329081424,11.41705149952442,Ethiopia,2015-02-10,2
2015,42,28.2173865288918,35.798090224450746,22.33023449298017,13.467855731470571,8.172313998959927,53.454253016164735,3.0341120564694064,3.589528233660548,96.03580942190732,10.235823721905843,Ethiopia,2015-02-11,2
2015,43,23.812384119684225,29.95802151785737,19.145592719945327,10.812428797912045,0.0,46.71683000981651,2.1011667537498324,3.374103635245082,97.88997167041938,11.724477227002732,Ethiopia,2015-02-12,2
2015,44,24.728221988660906,31.905682711930936,20.270209081270664,11.635473630660272,3.083044495853867,50.60552512726012,2.365218892614275,4.648806590925966,94.66442179190577,7.535582357790165,Ethiopia,2015-02-13,2
2015,45,23.76489599998516,27.058191617715277,15.850028803428009,11.208162814287263,0.0,58.5409145689645,2.329500408867171,5.42181123837871,91.15273389947843,9.944776687245414,Ethiopia,2015-02-14,2
2015,46,26.23091466219748,31.062714781846104,18.91669568184152,12.146019100004589,31.595925786245548,54.56523199055193,5.90108300994642,4.136882379981418,93.32426704813524,9.550949746588412,Ethiopia,2015-02-15,2
2015,47,20.28751896739121,24.55618314788193,13.674024294493815,10.882158853388114,0.0,89.29389038556668,4.0975528808231125,6.239941430996942,86.79470022025687,13.382480395372657,Ethiopia,2015-02-16,2
