YEAR,DOY,T2M,T2M_MAX,T2M_MIN,T2M_RANGE,PRECTOTCORR,RH2M,WS2M,WS2M_MAX,PS,QV2M,Country,Date,Month
2015,1,22.956106737001505,27.9617560583315,16.74036844473849,11.22138761359301,0.0,60.80832547454215,2.4834969790613983,2.3673618292752576,87.3682809514669,8.886485150973826,Tanzania,2015-01-01,1
2015,2,25.406321321694325,31.70745619126463,20.168577502181023,11.538878689083608,3.487034082994754,46.4227309039162,3.3613604589913595,7.845574706220051,87.09434044225577,13.620157979770743,Tanzania,2015-01-02,1
2015,3,23.179811951251263,27.186506761139317,17.311619156408092,9.87488760473122,0.0,39.16964759119461,1.4640392603133865,4.691176428696863,88.70229440850909,6.329358973884159,Tanzania,2015-01-03,1
2015,4,24.269256193391023,29.380516954927074,18.721024928045807,10.659492026881267,0.0,67.33661646801491,4.3442308513430135,13.972370205514393,99.90393169082992,9.739739401495584,Tanzania,2015-01-04,1
2015,5,24.57543255234969,30.71682262400976,17.20285850701152,13.513964116998242,0.0,80.43954471290252,2.8311463393728684,1.769107860523153,87.4956519326841,8.78249913618481,Tanzania,2015-01-05,1
2015,6,22.308641053373115,27.12613700225187,18.720503217519735,8.405633784732132,0.0,77.71408794901558,6.708721081880421,4.75238199945404,86.72725658576385,11.60817795079132,Tanzania,2015-01-06,1
2015,7,25.795661202009217,32.25505018482386,19.794226794754746,12.460823390069116,0.0,35.154110574430256,2.7251411808838064,7.637243686508897,94.22933583294714,10.154088087080188,Tanzania,2015-01-07,1
2015,8,22.73843025203564,30.41353120829387,16.368585106725586,14.044946101568282,5.859877934590931,60.86058984962662,5.401859701020368,3.177298095972831,87.66365205902964,12.753228404932411,Tanzania,2015-01-08,1
2015,9,25.4260897938294,31.710206497477657,21.38933924637489,10.32086725110276,6.249838330687214,57.68145597592186,2.308031140363384,2.63675357515321,83.63118032786856,11.058168986871207,Tanzania,2015-01-09,1
2015,10,26.00625479094695,29.01942092269041,20.74949882159744,8.26992210109297,0.0,67.02950852576993,2.663264324563849,8.108918931698936,95.5555672825135,7.773867436704482,Tanzania,2015-01-10,1
2015,11,23.97422858014637,29.582348082962703,18.769779093820468,10.812568989142235,0.0,76.58554840393634,3.804403614366137,2.195845292790774,95.15747955147752,12.7678051656311,Tanzania,2015-01-11,1
2015,12,25.26733763824184,31.96827567211718,22.132636832708297,9.835638839408883,31.473257537705948,60.302147161064696,1.7559577179440544,4.866941976417654,83.86441722175033,6.361586387322148,Tanzania,2015-01-12,1
2015,13,25.599903652981386,31.095613762655287,20.97022748767658,10.125386274978704,30.631295397259755,63.88928375744487,2.6076794871984337,3.922409006905433,89.89422134914469,12.397990131011424,Tanzania,2015-01-13,1
