YEAR,DOY,T2M,T2M_MAX,T2M_MIN,T2M_RANGE,PRECTOTCORR,RH2M,WS2M,WS2M_MAX,PS,QV2M,Country,Date,Month
2015,1,25.10250600340869,30.192415778630817,19.11119267043172,11.081223108199096,0.0,51.45531447113771,1.3405195032486588,12.214587150206922,89.95676310393577,9.108659438105445,Nigeria,2015-01-01,1
2015,2,26.833725839908432,33.39072709081491,20.49980875202812,12.890918338786792,0.0,69.53037883689842,3.6744335296849377,8.731951301291337,97.29823009029808,12.505446264171622,Nigeria,2015-01-02,1
2015,3,25.368907899243265,29.851574187629986,21.175554035707272,8.67602015192271,0.0,56.16440901860658,4.146477417718116,6.205611884014016,95.01678887546286,10.01483940404976,Nigeria,2015-01-03,1
2015,4,29.17735925775772,33.38383097565775,23.62776750494834,9.75606347070941,0.0,40.16211137500706,6.99474544191686,3.7412951720699232,88.9366342023082,7.530737503457758,Nigeria,2015-01-04,1
2015,5,27.77197201274309,32.49230694653484,20.19402239875944,12.298284547775404,0.0,32.42715614272651,1.8331978529164572,3.09058997320515,96.1751201092163,5.620493683953078,Nigeria,2015-01-05,1
2015,6,27.328197603473225,30.34834591531623,19.57734808601444,10.770997829301788,28.824219456667944,61.95986239564988,4.30645567574295,6.101395246399692,90.76412048085484,10.502058230987302,Nigeria,2015-01-06,1
2015,7,28.52841323599504,32.43792397459494,23.43467106548306,9.003252909111879,0.0,68.98944400038485,1.911160540626477,5.586091307119371,87.22346827146752,8.984756914622968,Nigeria,2015-01-07,1
2015,8,26.68841928476816,32.70073913769942,23.232862959939595,9.467876177759829,0.0,77.90966429146516,5.855096754996278,6.285739462945441,92.91616824260473,13.604483621939774,Nigeria,2015-01-08,1
2015,9,29.40467206132533,33.3472365071185,25.64829308038826,7.698943426730242,1.8907717553343293,48.26238307580962,2.109552961096189,8.143279115189674,95.13067554370592,5.61060822579006,Nigeria,2015-01-09,1
2015,10,27.600956150294188,34.04908930395527,22.54513405852233,11.50395524543294,8.309432441750207,78.13186992138058,4.341518589057324,3.916552935026248,83.69441720948555,16.20926233404386,Nigeria,2015-01-10,1
2015,11,30.221244933864263,35.986071227498726,23.070589716515485,12.91548151098324,0.0,54.90332828791506,2.3481560015063008,6.436980824755846,90.92314221303783,12.448308877415704,Nigeria,2015-01-11,1
2015,12,26.029127034575144,29.40745962105782,22.38061999788778,7.026839623170041,25.002172285643937,30.70275914690197,1.542618411335318,4.6538163164286,88.65421675519046,11.281509250317017,Nigeria,2015-01-12,1
2015,13,25.46849776325917,29.282445340666044,18.850218033941008,10.432227306725036,0.0,84.33038032764944,3.5522344653533158,2.353784386078433,88.70092249971769,14.826033564086,Nigeria,2015-01-13,1
2015,14,24.83914367421445,32.47981574791152,18.519002651392107,13.96081309651941,0.0,52.727329481432136,2.925012592415952,3.706219390576073,92.4730315415358,13.847487584823131,Nigeria,2015-01-14,1
2015,15,28.528846296661968,35.634942783578985,20.84299409488058,14.791948688698405,0.0,69.27345441910558,2.451268845106505,8.377136634327142,85.92512764914659,13.81197535628212,Nigeria,2015-01-15,1
2015,16,28.409247619078467,35.98473731888778,25.09547918432832,10.889258134559462,0.0,34.471387441166826,5.556996117994262,3.2515346802889384,84.1823932802978,6.178583968430427,Nigeria,2015-01-16,1
2015,17,26.4122025446884,34.01406112502743,18.84089620829337,15.173164916734066,6.687867016862842,60.4959869397103,1.70530591929371,1.483831121899554,93.27601572437202,2.1547668017153274,Nigeria,2015-01-17,1
2015,18,27.56693207674257,32.97997296264425,20.519235886797755,12.460737075846492,2.65400378398733,89.63885472947639,4.606667418841573,3.601412724108369,83.45158395293507,6.00875593974574,Nigeria,2015-01-18,1
2015,19,27.23204879133305,34.97736367428903,20.94712300275315,14.030240671535882,0.0,64.84052376588943,2.5863944063908413,2.235805990027257,89.96810703086813,14.265225453871675,Nigeria,2015-01-19,1
2015,20,30.478854395844152,35.0615057003204,22.626236157090997,12.43526954322941,3.4066994663307115,47.94990489738523,3.8991084431155487,5.379291429119437,84.10036119136133,8.542686957586904,Nigeria,2015-01-20,1
2015,21,24.51198785948603,30.205794851968665,19.822499226376017,10.383295625592648,0.0,53.89369494353051,0.8596486855257371,3.200634090875041,93.82529733513756,12.891840846751244,Nigeria,2015-01-21,1
2015,22,29.47431080479724,35.51101898004291,23.985803985926943,11.52521499411597,0.0,68.8662178923058,2.407360077308897,7.061380845268645,80.40745677730452,15.598821487939562,Nigeria,2015-01-22,1
2015,23,28.03299532871725,33.03296434780556,23.659041243851725,9.373923103953835,0.0,64.98804764773716,1.54603825986382,5.505327498114941,88.29992495302281,10.540971379390696,Nigeria,2015-01-23,1
2015,24,28.19394691819717,32.378525577047824,23.196686836513425,9.1818387405344,0.0,58.87164693493669,2.954226044083509,4.086222634507565,91.2167673173092,10.59860581307161,Nigeria,2015-01-24,1
2015,25,28.927891376576184,32.421002746035995,21.47008950000808,10.950913246027916,29.96511393589688,46.10226263507059,2.6583966496196587,5.048955918907268,86.07866584602141,5.674555576471499,Nigeria,2015-01-25,1
2015,26,26.95427348590353,33.15759269135563,20.699791581749928,12.457801109605704,0.0,49.29437516691,2.4211537189874086,2.374939072191094,98.07912870493236,9.79673960413409,Nigeria,2015-01-26,1
2015,27,28.834779722989907,36.16530299459988,24.95234871519623,11.212954279403649,2.624300400954499,42.4992507339948,2.661302113633826,13.022493441885867,98.80212597368386,9.49346979611222,Nigeria,2015-01-27,1
2015,28,28.993848896797346,32.7833682742548,23.51535085765596,9.26801741659884,3.9217893024194055,53.704662169272765,1.6771262253670924,3.848426464837588,92.0476136385267,8.577054597882155,Nigeria,2015-01-28,1
2015,29,30.167527868806623,36.892526933094,26.53464743157616,10.357879501517836,0.0,73.39146614384636,2.956608693048979,5.484267149132454,90.82232031765248,16.09982816161148,Nigeria,2015-01-29,1
2015,30,28.546744079195143,35.93768677231361,25.406408989555977,10.531277782757634,0.0,71.40949987482341,3.160860481347079,2.704166341223492,96.48713823902231,10.697881108484063,Nigeria,2015-01-30,1
2015,31,27.30721198746739,31.10850313673729,24.053054661236047,7.055448475501244,0.0,54.0721956303264,2.3415207034641314,4.001918760482023,87.50278834254794,8.264142772906556,Nigeria,2015-01-31,1
2015,32,30.305502068403264,33.482109338649984,25.15421919051169,8.327890148138295,3.7415555544221255,69.76101971750224,1.9959418798913229,8.900043394627083,95.26070920026037,6.75993071379772,Nigeria,2015-02-01,2
2015,33,29.49815743603789,35.18835381673011,23.184947319341937,12.00340649738817,0.0,38.60855478761568,2.855194347384389,4.137322213246649,91.24770385131684,7.662165301451768,Nigeria,2015-02-02,2
2015,34,28.82790294227288,32.8962527640947,23.7885020608787,9.107750703216,0.0,45.91348162457936,1.4375722957155763,5.4374026703753895,93.41634267343146,11.54855178867358,Nigeria,2015-02-03,2
2015,35,28.223314177018487,34.675758010519544,24.47417239852295,10.201585611996595,11.008592066131902,61.11860992418051,2.997266322358606,7.159492552971521,97.66593946955436,8.057770720082994,Nigeria,2015-02-04,2
2015,36,26.771766232687007,31.45725556961991,20.29039008828277,11.16686548133714,0.0,68.83415835999631,6.226248313451588,4.301698236942704,92.0535983180552,11.33551109697005,Nigeria,2015-02-05,2
2015,37,28.474541180122465,34.755488306069594,23.937056807962065,10.818431498107527,0.0,64.00041231586334,2.901885905558072,4.480964653222306,86.57816643861116,12.342880608813267,Nigeria,2015-02-06,2
2015,38,30.651747856332346,34.50335308512808,25.48933069929916,9.01402238582892,0.0,30.87824225020624,4.184913218352419,10.799517289331426,100.96709219147742,9.07844033100515,Nigeria,2015-02-07,2
2015,39,26.428458921180937,32.232702683619465,23.354104808554027,8.878597875065438,0.0,67.43878339384445,2.0033549465826144,5.808502584521754,94.60032298871648,8.200177628705603,Nigeria,2015-02-08,2
